PRODUCT,DESC_1,qty net,Date Facture,
65,Hotdog 8,807,7/22/14,
65,Hotdog 8,595,7/23/14,
65,Hotdog 8,720,7/24/14,
65,Hotdog 8,950,7/25/14,
65,Hotdog 8,1329,7/26/14,
65,Hotdog 8,630,7/29/14,
65,Hotdog 8,456,7/30/14,
65,Hotdog 8,621,7/31/14,
65,Hotdog 8,1054,8/1/14,
65,Hotdog 8,1286,8/2/14,
65,Hotdog 8,694,8/5/14,
65,Hotdog 8,468,8/6/14,
65,Hotdog 8,674,8/7/14,
65,Hotdog 8,913,8/8/14,
65,Hotdog 8,1264,8/9/14,
65,Hotdog 8,761,8/12/14,
65,Hotdog 8,511,8/13/14,
65,Hotdog 8,686,8/14/14,
65,Hotdog 8,915,8/15/14,
65,Hotdog 8,1187,8/16/14,
65,Hotdog 8,470,8/19/14,
65,Hotdog 8,331,8/20/14,
65,Hotdog 8,540,8/21/14,
65,Hotdog 8,727,8/22/14,
65,Hotdog 8,1144,8/23/14,
65,Hotdog 8,535,8/26/14,
65,Hotdog 8,438,8/27/14,
65,Hotdog 8,776,8/28/14,
65,Hotdog 8,975,8/29/14,
65,Hotdog 8,1118,8/30/14,
65,Hotdog 8,567,9/2/14,
65,Hotdog 8,333,9/3/14,
65,Hotdog 8,587,9/4/14,
65,Hotdog 8,621,9/5/14,
65,Hotdog 8,889,9/6/14,
65,Hotdog 8,465,9/9/14,
65,Hotdog 8,360,9/10/14,
65,Hotdog 8,390,9/11/14,
65,Hotdog 8,698,9/12/14,
65,Hotdog 8,730,9/13/14,
65,Hotdog 8,320,9/16/14,
65,Hotdog 8,356,9/17/14,
65,Hotdog 8,396,9/18/14,
65,Hotdog 8,416,9/19/14,
65,Hotdog 8,702,9/20/14,
65,Hotdog 8,379,9/23/14,
65,Hotdog 8,319,9/24/14,
65,Hotdog 8,441,9/25/14,
65,Hotdog 8,605,9/26/14,
65,Hotdog 8,805,9/27/14,
65,Hotdog 8,555,9/30/14,
65,Hotdog 8,461,10/1/14,
65,Hotdog 8,486,10/2/14,
65,Hotdog 8,528,10/3/14,
65,Hotdog 8,819,10/4/14,
65,Hotdog 8,286,10/7/14,
65,Hotdog 8,252,10/8/14,
65,Hotdog 8,417,10/9/14,
65,Hotdog 8,424,10/10/14,
65,Hotdog 8,590,10/11/14,
65,Hotdog 8,350,10/14/14,
65,Hotdog 8,285,10/15/14,
65,Hotdog 8,313,10/16/14,
65,Hotdog 8,455,10/17/14,
65,Hotdog 8,697,10/18/14,
65,Hotdog 8,297,10/21/14,
65,Hotdog 8,248,10/22/14,
65,Hotdog 8,357,10/23/14,
65,Hotdog 8,478,10/24/14,
65,Hotdog 8,637,10/25/14,
65,Hotdog 8,393,10/28/14,
65,Hotdog 8,341,10/29/14,
65,Hotdog 8,376,10/30/14,
65,Hotdog 8,454,10/31/14,
65,Hotdog 8,654,11/1/14,
65,Hotdog 8,424,11/4/14,
65,Hotdog 8,289,11/5/14,
65,Hotdog 8,404,11/6/14,
65,Hotdog 8,340,11/7/14,
65,Hotdog 8,596,11/8/14,
65,Hotdog 8,371,11/11/14,
65,Hotdog 8,262,11/12/14,
65,Hotdog 8,307,11/13/14,
65,Hotdog 8,379,11/14/14,
65,Hotdog 8,647,11/15/14,
65,Hotdog 8,343,11/18/14,
65,Hotdog 8,280,11/19/14,
65,Hotdog 8,267,11/20/14,
65,Hotdog 8,325,11/21/14,
65,Hotdog 8,566,11/22/14,
65,Hotdog 8,352,11/25/14,
65,Hotdog 8,232,11/26/14,
65,Hotdog 8,308,11/27/14,
65,Hotdog 8,400,11/28/14,
65,Hotdog 8,501,11/29/14,
65,Hotdog 8,357,12/2/14,
65,Hotdog 8,276,12/3/14,
65,Hotdog 8,321,12/4/14,
65,Hotdog 8,383,12/5/14,
65,Hotdog 8,521,12/6/14,
65,Hotdog 8,340,12/9/14,
65,Hotdog 8,246,12/10/14,
65,Hotdog 8,324,12/11/14,
65,Hotdog 8,415,12/12/14,
65,Hotdog 8,503,12/13/14,
65,Hotdog 8,372,12/16/14,
65,Hotdog 8,300,12/17/14,
65,Hotdog 8,328,12/18/14,
65,Hotdog 8,411,12/19/14,
65,Hotdog 8,470,12/20/14,
65,Hotdog 8,62,12/22/14,
65,Hotdog 8,404,12/23/14,
65,Hotdog 8,272,12/24/14,
65,Hotdog 8,543,12/27/14,
65,Hotdog 8,10,12/29/14,
65,Hotdog 8,413,12/30/14,
65,Hotdog 8,350,12/31/14,
